plt_cn,statecd,unitcd,countycd,plot,measyear,drybio_ag_live_5plus,lat_public,lon_public,puid,measmon,measday,time
3.53721E+13,16,3,59,85481,2009,0,2553519.56,-1416454.569,85481_3_59_16,9,1,2009.75274
1.88773E+14,16,3,23,81394,2016,0,2458654.95,-1360361.54,81394_3_23_16,9,1,2016.75274
1.88773E+14,16,3,33,80316,2016,47.80543177,2487951.358,-1290624.103,80316_3_33_16,8,23,2016.72968
1.88773E+14,16,3,33,88764,2016,0,2485321.924,-1306126.443,88764_3_33_16,9,1,2016.75274
1.88773E+14,16,3,33,83419,2016,0,2491546.658,-1314776.461,83419_3_33_16,9,1,2016.75274
1.88773E+14,16,3,33,83393,2016,0,2465365.294,-1308994.858,83393_3_33_16,9,1,2016.75274
1.88773E+14,16,3,23,85161,2017,0,2449471.323,-1336830.647,85161_3_23_16,9,1,2017.75274
1.88773E+14,16,3,37,88277,2017,0,2532448.648,-1414460.114,88277_3_37_16,9,1,2017.75274
1.88773E+14,16,3,37,83099,2017,0,2493138.587,-1420869.845,83099_3_37_16,9,1,2017.75274
1.88773E+14,16,3,59,82695,2017,0,2507700.45,-1352802.923,82695_3_59_16,9,1,2017.75274
1.88772E+14,16,3,59,81954,2016,0,2542602.597,-1413378.979,81954_3_59_16,9,1,2016.75274
1.88772E+14,16,3,23,86535,2016,0,2422456.132,-1356240.527,86535_3_23_16,9,1,2016.75274
1.88774E+14,16,3,33,80364,2017,28.2541518,2490891.131,-1274779.448,80364_3_33_16,5,30,2017.498858
1.88774E+14,16,3,23,83954,2017,0,2453626.549,-1361734.19,83954_3_23_16,9,1,2017.75274
1.88774E+14,16,3,23,84500,2017,0,2433735.084,-1364524.604,84500_3_23_16,7,28,2017.660046
1.88774E+14,16,3,23,84526,2017,10.2768368,2419119.856,-1366674.651,84526_3_23_16,5,9,2017.441324
1.88771E+14,16,3,33,84700,2014,28.70726831,2495159.545,-1238275.809,84700_3_33_16,8,19,2014.718721
1.18124E+13,16,3,81,82813,2006,12.93638809,2401400.044,-1223576.291,82813_3_81_16,6,14,2006.538356
3.72758E+13,16,3,37,84421,2010,0,2469383.901,-1431254.016,84421_3_37_16,9,1,2010.75274
1.88773E+14,16,3,37,81028,2017,0,2508980.743,-1393748.958,81028_3_37_16,9,1,2017.75274
1.88773E+14,16,3,33,82086,2017,0,2479160.152,-1301421.007,82086_3_33_16,9,1,2017.75274
1.88773E+14,16,3,43,82468,2016,53.06144395,2487918.011,-1225152.235,82468_3_43_16,10,4,2016.844292
1.88773E+14,16,3,43,81589,2016,12.62037359,2468308.084,-1228398.542,81589_3_43_16,10,19,2016.885388
1.88773E+14,16,3,43,83203,2016,16.3263736,2476873.422,-1238783.501,83203_3_43_16,10,31,2016.918265
1.88773E+14,16,3,43,85743,2016,33.88172924,2453537.568,-1230429.906,85743_3_43_16,10,27,2016.907306
1.88773E+14,16,3,81,82813,2016,18.86287261,2401400.044,-1223576.291,82813_3_81_16,9,22,2016.810274
1.88773E+14,16,3,19,86920,2016,32.1727718,2381340.248,-1226108.181,86920_3_19_16,8,16,2016.710502
1.88773E+14,16,3,19,84797,2016,81.71939629,2359494.421,-1219657.437,84797_3_19_16,10,20,2016.888128
1.88773E+14,16,3,19,88429,2016,53.16788214,2365039.951,-1231146.64,88429_3_19_16,7,12,2016.61621
1.88771E+14,16,3,59,87107,2014,26.77922182,2576983.695,-1403313.429,87107_3_59_16,6,15,2014.541096
1.88771E+14,16,3,59,80007,2014,0,2569371.151,-1374948.79,80007_3_59_16,9,1,2014.75274
1.88772E+14,16,3,59,87910,2015,0,2543253.724,-1352502.802,87910_3_59_16,9,1,2015.75274
1.88774E+14,16,3,37,80742,2018,0,2539560.663,-1424639.566,80742_3_37_16,9,1,2018.75274
1.88774E+14,16,3,59,83950,2018,0,2495993.823,-1340095.94,83950_3_59_16,7,6,2018.599772
1.88774E+14,16,3,37,85860,2018,0,2496178.423,-1374610.942,85860_3_37_16,9,1,2018.75274
1.88774E+14,16,3,37,82461,2018,0,2525106.843,-1428086.761,82461_3_37_16,9,1,2018.75274
1.88774E+14,16,3,33,83696,2018,0,2476207.202,-1342663.832,83696_3_33_16,9,1,2018.75274
1.88772E+14,16,3,37,81659,2015,36.07636929,2485393.362,-1440842.305,81659_3_37_16,6,15,2015.541096
1.88772E+14,16,3,37,82147,2015,0,2466824.138,-1441771.019,82147_3_37_16,9,1,2015.75274
1.88772E+14,16,3,33,80569,2015,42.56757853,2491123.817,-1293291.619,80569_3_33_16,9,1,2015.75274
1.88772E+14,16,3,33,84076,2015,0,2494769.815,-1304715.923,84076_3_33_16,9,1,2015.75274
1.88772E+14,16,3,33,88855,2015,0,2484857.592,-1300953.223,88855_3_33_16,9,1,2015.75274
1.88772E+14,16,3,33,84197,2015,0,2480034.41,-1306551.221,84197_3_33_16,9,1,2015.75274
1.88772E+14,16,3,59,88307,2016,30.12016037,2514891.226,-1380032.036,88307_3_59_16,6,21,2016.557534
1.88772E+14,16,3,29,82473,2016,4.495636527,2320087.88,-1225940.445,82473_3_29_16,10,8,2016.855251
1.22734E+13,16,3,29,80838,2007,25.00589724,2277376.513,-1243305.581,80838_3_29_16,9,22,2007.810274
1.22783E+13,16,3,43,88977,2007,11.21630533,2458892.266,-1212756.303,88977_3_43_16,6,29,2007.579452
3.7276E+13,16,3,59,82590,2010,0,2530455.085,-1364208.663,82590_3_59_16,9,1,2010.75274
3.7276E+13,16,3,59,86401,2010,0,2526348.676,-1405586.925,86401_3_59_16,9,1,2010.75274
3.7276E+13,16,3,59,83925,2010,41.99998867,2515163.481,-1366587.192,83925_3_59_16,7,19,2010.635388
3.72757E+13,16,3,33,84971,2010,138.0684469,2486923.46,-1280533.743,84971_3_33_16,7,6,2010.599772
3.53715E+13,16,3,37,83475,2011,0,2551814.752,-1431699.36,83475_3_37_16,6,26,2011.571233
3.53721E+13,16,3,59,87676,2009,0,2541852.808,-1377834.607,87676_3_59_16,9,1,2009.75274
3.53721E+13,16,3,59,84251,2009,39.56757707,2538540.043,-1353338.664,84251_3_59_16,6,3,2009.508219
3.53721E+13,16,3,59,85576,2009,0,2531394.137,-1409978.605,85576_3_59_16,9,1,2009.75274
3.53721E+13,16,3,59,81715,2009,26.44971331,2526148.916,-1369938.675,81715_3_59_16,5,6,2009.433105
3.53721E+13,16,3,59,83576,2009,0,2518425.481,-1356047.927,83576_3_59_16,9,1,2009.75274
3.53721E+13,16,3,59,82006,2009,10.69365184,2512109.842,-1373061.754,82006_3_59_16,8,5,2009.680365
3.53721E+13,16,3,59,82216,2009,0,2507069.667,-1347925.787,82216_3_59_16,9,1,2009.75274
3.53721E+13,16,3,59,80971,2009,0,2503602.77,-1359082.505,80971_3_59_16,9,1,2009.75274
3.53722E+13,16,3,59,85351,2009,0,2486525.595,-1352186.207,85351_3_59_16,9,1,2009.75274
1.88774E+14,16,3,19,80147,2018,58.47086149,2374178.67,-1212754.876,80147_3_19_16,8,9,2018.691324
1.88774E+14,16,3,19,88290,2018,0.833643973,2359219.555,-1215368.286,88290_3_19_16,6,3,2018.508219
1.88774E+14,16,3,29,80164,2018,0,2312238.026,-1237092.908,80164_3_29_16,9,1,2018.75274
1.88774E+14,16,3,33,80438,2018,30.98796803,2494562.994,-1269292.583,80438_3_33_16,10,12,2018.86621
1.88773E+14,16,3,19,88843,2016,12.51258071,2339684.186,-1223490.824,88843_3_19_16,9,20,2016.804795
1.88774E+14,16,3,59,83597,2017,48.73940678,2539547.925,-1358613.742,83597_3_59_16,6,5,2017.513699
3.54845E+14,16,3,37,83475,2019,0,2551814.752,-1431699.36,83475_3_37_16,7,25,2019.651826
3.54845E+14,16,3,37,87021,2019,23.09952552,2518186.18,-1440786.138,87021_3_37_16,6,14,2019.538356
3.54845E+14,16,3,59,88543,2019,44.406079,2571516.721,-1403855.614,88543_3_59_16,7,10,2019.610731
3.54845E+14,16,3,59,85481,2019,0,2553519.56,-1416454.569,85481_3_59_16,9,1,2019.75274
3.54845E+14,16,3,59,85576,2019,0,2531394.137,-1409978.605,85576_3_59_16,9,1,2019.75274
3.54845E+14,16,3,37,88245,2019,0,2519713.717,-1424335.186,88245_3_37_16,6,12,2019.532877
3.54845E+14,16,3,37,85867,2019,35.03538934,2511831.885,-1412764.809,85867_3_37_16,6,17,2019.546575
3.54845E+14,16,3,37,82094,2019,0,2477384.251,-1417661.135,82094_3_37_16,9,1,2019.75274
3.54845E+14,16,3,37,87649,2019,0,2463397.651,-1425143.85,87649_3_37_16,6,19,2019.552055
3.54845E+14,16,3,37,80145,2019,0,2458277.296,-1421992.055,80145_3_37_16,6,18,2019.549315
1.88771E+14,16,3,59,84067,2015,0,2580300.505,-1383651.562,84067_3_59_16,9,1,2015.75274
1.88771E+14,16,3,33,87230,2015,0,2458246.618,-1325865.292,87230_3_33_16,9,1,2015.75274
1.88771E+14,16,3,33,88603,2015,4.988773493,2484672.686,-1265835.455,88603_3_33_16,9,30,2015.832192
1.88771E+14,16,3,37,83091,2015,46.73191283,2457842.682,-1391373.78,83091_3_37_16,10,16,2015.877169
1.88771E+14,16,3,43,80006,2015,16.47212396,2475851.383,-1216552.959,80006_3_43_16,6,4,2015.510959
3.54845E+14,16,3,37,82083,2019,0,2494965.227,-1400629.993,82083_3_37_16,9,1,2019.75274
3.54845E+14,16,3,37,84877,2019,0,2505055.872,-1453482.838,84877_3_37_16,9,1,2019.75274
1.88773E+14,16,3,37,84932,2016,0,2506881.439,-1437930.481,84932_3_37_16,9,1,2016.75274
1.88773E+14,16,3,59,85149,2016,43.71426884,2627842.246,-1387220.294,85149_3_59_16,6,8,2016.521918
1.88773E+14,16,3,59,81471,2016,0,2610371.383,-1392570.911,81471_3_59_16,9,1,2016.75274
1.88773E+14,16,3,59,88054,2016,29.24797959,2575577.097,-1397899.004,88054_3_59_16,6,9,2016.524658
1.88773E+14,16,3,59,86416,2016,0,2520243.489,-1365727.536,86416_3_59_16,9,1,2016.75274
1.88774E+14,16,3,43,82045,2017,0,2482357.133,-1220468.528,82045_3_43_16,9,1,2017.75274
1.88773E+14,16,3,37,86755,2017,0,2479667.249,-1410226,86755_3_37_16,8,16,2017.710502
1.88773E+14,16,3,59,85594,2017,35.15965103,2544678.277,-1388661.86,85594_3_59_16,7,29,2017.662785
1.88773E+14,16,3,37,84132,2017,0,2455040.551,-1401806.606,84132_3_37_16,9,1,2017.75274
3.72756E+13,16,3,23,84376,2010,0,2413803.593,-1397953.238,84376_3_23_16,9,1,2010.75274
3.72756E+13,16,3,23,83520,2010,0,2444578.543,-1367487.671,83520_3_23_16,9,1,2010.75274
3.72758E+13,16,3,37,87046,2010,0,2447634.003,-1392704.092,87046_3_37_16,9,1,2010.75274
3.7276E+13,16,3,59,80146,2010,0,2499058.45,-1359347.285,80146_3_59_16,9,1,2010.75274
3.7276E+13,16,3,59,83249,2010,0,2554777.471,-1390905.538,83249_3_59_16,9,1,2010.75274
3.72756E+13,16,3,19,82642,2010,6.128981405,2358882.044,-1209965.925,82642_3_19_16,9,9,2010.774658
3.53722E+13,16,3,59,81452,2009,3.440492989,2480087.788,-1337202.206,81452_3_59_16,5,29,2009.496119
3.53722E+13,16,3,59,85624,2009,0,2583388.949,-1399659.998,85624_3_59_16,9,1,2009.75274
1.88774E+14,16,3,37,80606,2018,0,2493363.22,-1446128.925,80606_3_37_16,9,1,2018.75274
1.88775E+14,16,3,59,81312,2018,9.392865052,2631190.737,-1394064.385,81312_3_59_16,5,21,2018.474201
1.88775E+14,16,3,59,80222,2018,0,2581559.262,-1401712.562,80222_3_59_16,9,1,2018.75274
1.88772E+14,16,3,37,85842,2016,0,2497903.193,-1385294.13,85842_3_37_16,9,1,2016.75274
1.88772E+14,16,3,37,81271,2016,0,2484613.893,-1396488.905,81271_3_37_16,9,1,2016.75274
1.88772E+14,16,3,37,82212,2016,0,2479910.872,-1385098.548,82212_3_37_16,9,1,2016.75274
1.88772E+14,16,3,33,83077,2016,10.49268511,2491720.853,-1249055.565,83077_3_33_16,9,29,2016.829452
1.88772E+14,16,3,23,81527,2016,0,2414919.165,-1408034.806,81527_3_23_16,9,1,2016.75274
1.88771E+14,16,3,33,83142,2014,0,2499605.649,-1268325.339,83142_3_33_16,9,1,2014.75274
1.88771E+14,16,3,33,83782,2014,49.70050982,2496277.205,-1279102.556,83782_3_33_16,6,13,2014.535616
1.88773E+14,16,3,37,80866,2017,0,2435031.311,-1404484.437,80866_3_37_16,9,1,2017.75274
1.88775E+14,16,3,33,85878,2018,0,2490957.438,-1244437.624,85878_3_33_16,10,20,2018.888128
1.88775E+14,16,3,43,88465,2018,48.59472965,2476221.036,-1233667.893,88465_3_43_16,6,21,2018.557534
1.88775E+14,16,3,43,83202,2018,0,2467233.05,-1223093.247,83202_3_43_16,10,17,2018.879909
1.88775E+14,16,3,43,87374,2018,36.92202565,2458830.758,-1234445.535,87374_3_43_16,10,25,2018.901826
1.88775E+14,16,3,65,80688,2018,42.32955418,2398261.315,-1234180.925,80688_3_65_16,8,20,2018.721461
1.88775E+14,16,3,19,81633,2018,110.5202055,2345542.389,-1227257.796,81633_3_19_16,10,22,2018.893607
1.88775E+14,16,3,19,80738,2018,27.66804677,2339448.713,-1218433.513,80738_3_19_16,7,28,2018.660046
1.88775E+14,16,3,19,87253,2018,0,2343105.691,-1243092.889,87253_3_19_16,9,1,2018.75274
1.88775E+14,16,3,19,83356,2018,49.46032511,2326830.948,-1235111.414,83356_3_19_16,9,24,2018.815753
1.88775E+14,16,3,29,88287,2018,0,2292397.296,-1240529.303,88287_3_29_16,9,8,2018.771918
1.88775E+14,16,3,29,88345,2018,0,2284925.017,-1226580.607,88345_3_29_16,10,23,2018.896347
1.88775E+14,16,3,29,84886,2018,0,2264572.103,-1229989.662,84886_3_29_16,7,15,2018.624429
1.88775E+14,16,3,43,84707,2018,25.61009981,2510404.03,-1206505.462,84707_3_43_16,8,12,2018.699543
1.88775E+14,16,3,43,84222,2018,32.04376127,2462007.069,-1193380.428,84222_3_43_16,8,29,2018.746119
1.88775E+14,16,3,43,80604,2018,59.99929851,2469711.859,-1207586.34,80604_3_43_16,7,31,2018.668265
1.17972E+13,16,3,33,88180,2006,0,2482060.11,-1264819.034,88180_3_33_16,7,3,2006.591553
1.17972E+13,16,3,33,88764,2006,0,2485321.924,-1306126.443,88764_3_33_16,9,1,2006.75274
3.72757E+13,16,3,37,83395,2010,0,2546384.564,-1428477.809,83395_3_37_16,9,1,2010.75274
3.72757E+13,16,3,37,88564,2010,0,2532557.29,-1436641.608,88564_3_37_16,9,1,2010.75274
3.72757E+13,16,3,37,84872,2010,0,2531845.912,-1432268.369,84872_3_37_16,9,1,2010.75274
3.72757E+13,16,3,37,82000,2010,17.11909438,2511512.994,-1436211.406,82000_3_37_16,9,22,2010.810274
3.72757E+13,16,3,37,86575,2010,0,2506043.533,-1409070.375,86575_3_37_16,9,1,2010.75274
3.53716E+13,16,3,37,86465,2009,0,2536252.474,-1421422.512,86465_3_37_16,9,1,2009.75274
3.53722E+13,16,3,59,86568,2009,12.11295602,2526255.369,-1383725.627,86568_3_59_16,8,4,2009.677626
1.88772E+14,16,3,43,88195,2015,8.657348722,2502679.076,-1222983.97,88195_3_43_16,8,27,2015.740639
1.88772E+14,16,3,43,84167,2015,31.00517206,2466253.454,-1230583.535,84167_3_43_16,8,26,2015.7379
1.88772E+14,16,3,81,81081,2015,111.3094495,2406569.016,-1227925.938,81081_3_81_16,7,29,2015.662785
1.88772E+14,16,3,19,82167,2015,5.232273312,2387184.343,-1231118.816,82167_3_19_16,9,2,2015.755479
1.88772E+14,16,3,19,82330,2015,47.80909352,2366162.618,-1232931.372,82330_3_19_16,6,2,2015.505479
1.88772E+14,16,3,19,82903,2015,39.18863083,2361156.707,-1224749.879,82903_3_19_16,6,20,2015.554795
1.88772E+14,16,3,19,87361,2015,10.53322988,2352264.538,-1236363.063,87361_3_19_16,9,27,2015.823973
1.88772E+14,16,3,19,81652,2015,112.6788329,2334876.488,-1224893.173,81652_3_19_16,7,13,2015.61895
1.88772E+14,16,3,19,80098,2015,0,2331835.305,-1238717.818,80098_3_19_16,9,1,2015.75274
1.88772E+14,16,3,29,80967,2015,0,2317468.693,-1241932.23,80967_3_29_16,9,1,2015.75274
1.88772E+14,16,3,29,88718,2015,3.100758946,2306182.358,-1233634.078,88718_3_29_16,7,31,2015.668265
1.88772E+14,16,3,29,80905,2015,38.49021875,2281331.288,-1237001.955,80905_3_29_16,7,22,2015.643607
1.88772E+14,16,3,7,81316,2015,6.479471477,2259104.868,-1226169.479,81316_3_7_16,9,8,2015.771918
1.88772E+14,16,3,7,82252,2015,39.76143808,2277671.955,-1248525.04,82252_3_7_16,7,2,2015.588813
1.88772E+14,16,3,43,88105,2015,44.89233788,2496534.151,-1213731.759,88105_3_43_16,6,11,2015.530137
1.88772E+14,16,3,43,86699,2015,0,2478833.768,-1200679.397,86699_3_43_16,10,5,2015.847032
1.88772E+14,16,3,43,82765,2015,51.98570074,2462014.943,-1218987.791,82765_3_43_16,6,25,2015.568493
1.88772E+14,16,3,43,82019,2015,0,2444860.316,-1206345.109,82019_3_43_16,9,1,2015.75274
1.88772E+14,16,3,19,81861,2015,9.031893454,2348534.879,-1211570.784,81861_3_19_16,10,14,2015.871689
1.88772E+14,16,3,19,83297,2015,0,2329092.014,-1214766.128,83297_3_19_16,9,1,2015.75274
1.88772E+14,16,3,29,80757,2015,0,2309117.41,-1218373.729,80757_3_29_16,9,1,2015.75274
1.88772E+14,16,3,29,87443,2015,0,2293902.226,-1220559.565,87443_3_29_16,9,1,2015.75274
1.88775E+14,16,3,59,81264,2018,0,2530605.58,-1369361.211,81264_3_59_16,9,1,2018.75274
1.88775E+14,16,3,23,87099,2018,0,2479846.964,-1367619.37,87099_3_23_16,9,1,2018.75274
1.88774E+14,16,3,37,81679,2018,0,2507255.624,-1414046.207,81679_3_37_16,9,7,2018.769178
1.88774E+14,16,3,37,84396,2018,0,2490118.45,-1418741.222,84396_3_37_16,9,1,2018.75274
1.88774E+14,16,3,37,81281,2018,0,2473315.783,-1423536.896,81281_3_37_16,9,1,2018.75274
1.88774E+14,16,3,37,81531,2018,0,2471266.423,-1436041.999,81531_3_37_16,9,1,2018.75274
1.88774E+14,16,3,37,82638,2018,0,2466263.401,-1410389.515,82638_3_37_16,9,1,2018.75274
1.88774E+14,16,3,37,83830,2018,0,2449246.456,-1397317.149,83830_3_37_16,9,1,2018.75274
1.88774E+14,16,3,37,81734,2018,0,2446146.04,-1413430.46,81734_3_37_16,7,26,2018.654566
1.88774E+14,16,3,37,81799,2018,0,2431716.014,-1401683.289,81799_3_37_16,9,1,2018.75274
1.88774E+14,16,3,37,80614,2018,0,2431364.146,-1415515.198,80614_3_37_16,7,27,2018.657306
1.88774E+14,16,3,23,86066,2018,0,2414094.265,-1403161.763,86066_3_23_16,9,1,2018.75274
1.88771E+14,16,3,59,87333,2014,29.06246815,2628629.297,-1392898.428,87333_3_59_16,6,17,2014.546575
1.88771E+14,16,3,59,83976,2014,0,2591232.679,-1400580.804,83976_3_59_16,9,1,2014.75274
1.88774E+14,16,3,37,81408,2017,0,2498330.715,-1444545.775,81408_3_37_16,9,1,2017.75274
1.88774E+14,16,3,37,86651,2017,0,2483304.143,-1435537.85,86651_3_37_16,9,1,2017.75274
1.88774E+14,16,3,33,85731,2017,0,2494435.678,-1299035.44,85731_3_33_16,7,7,2017.602511
1.88774E+14,16,3,33,80761,2017,0,2496825.662,-1313970.011,80761_3_33_16,9,1,2017.75274
1.88771E+14,16,3,23,83587,2014,22.58820379,2435962.516,-1344073.487,83587_3_23_16,9,29,2014.829452
1.88771E+14,16,3,23,86112,2014,0,2442778.361,-1358105.088,86112_3_23_16,9,1,2014.75274
1.88771E+14,16,3,23,84765,2014,0,2422570.597,-1360910.455,84765_3_23_16,9,1,2014.75274
1.88771E+14,16,3,23,85568,2014,0,2422085.767,-1374545.902,85568_3_23_16,9,1,2014.75274
1.88772E+14,16,3,37,87173,2015,0,2501824.202,-1438686.781,87173_3_37_16,9,1,2015.75274
1.88772E+14,16,3,59,82795,2015,2.629994165,2625229.49,-1390520.012,82795_3_59_16,6,24,2015.565753
1.88772E+14,16,3,59,88121,2015,24.60993911,2570753.355,-1398913.813,88121_3_59_16,7,11,2015.61347
1.88772E+14,16,3,59,84122,2015,0,2547336.879,-1378159.113,84122_3_59_16,9,1,2015.75274
1.88772E+14,16,3,59,82077,2015,0,2522863.343,-1368052.26,82077_3_59_16,9,1,2015.75274
1.88772E+14,16,3,59,80071,2015,0,2509010.835,-1357542.985,80071_3_59_16,9,1,2015.75274
1.88772E+14,16,3,59,83296,2015,10.10388395,2505269.468,-1368433.801,83296_3_59_16,8,16,2015.710502
1.88772E+14,16,3,59,80377,2015,94.12013738,2488601.24,-1361800.343,80377_3_59_16,6,5,2015.513699
1.88772E+14,16,3,23,82799,2015,0,2485124.021,-1371091.004,82799_3_23_16,9,1,2015.75274
1.88772E+14,16,3,37,85077,2015,0,2492500.129,-1385486.487,85077_3_37_16,9,1,2015.75274
1.88772E+14,16,3,23,86630,2015,0,2469164.291,-1378060.359,86630_3_23_16,9,1,2015.75274
1.88772E+14,16,3,23,83257,2015,0,2453890.657,-1366864.667,83257_3_23_16,9,1,2015.75274
1.88772E+14,16,3,23,85488,2015,23.13382058,2451083.236,-1381464.539,85488_3_23_16,10,13,2015.86895
1.88772E+14,16,3,23,84508,2015,0,2434230.606,-1369233.359,84508_3_23_16,9,1,2015.75274
1.88772E+14,16,3,23,88982,2015,0,2431643.32,-1384861.456,88982_3_23_16,9,1,2015.75274
1.88772E+14,16,3,37,86518,2015,0,2437707.208,-1394517.061,86518_3_37_16,9,1,2015.75274
1.88772E+14,16,3,23,85092,2015,0,2417773.547,-1386449.189,85092_3_23_16,9,1,2015.75274
1.88772E+14,16,3,59,82899,2015,0.714364541,2581871.963,-1371388.825,82899_3_59_16,6,23,2015.563014
1.88775E+14,16,3,43,85519,2018,45.68828902,2454946.375,-1209387.521,85519_3_43_16,10,16,2018.877169
1.88775E+14,16,3,43,80660,2018,26.50323796,2447441.021,-1195993.676,80660_3_43_16,8,25,2018.73516
1.88775E+14,16,3,29,85252,2018,9.634166074,2319536.651,-1220934.385,85252_3_29_16,10,23,2018.896347
1.88774E+14,16,3,59,83351,2018,0,2558104.351,-1380726.053,83351_3_59_16,9,1,2018.75274
1.88774E+14,16,3,59,83538,2018,0,2523324.622,-1385037.368,83538_3_59_16,7,2,2018.588813
1.88774E+14,16,3,37,81198,2018,0,2512631.539,-1441340.205,81198_3_37_16,9,1,2018.75274
3.54846E+14,16,3,59,82216,2019,0,2507069.667,-1347925.787,82216_3_59_16,9,1,2019.75274
3.54846E+14,16,3,59,80971,2019,0,2503602.77,-1359082.505,80971_3_59_16,9,1,2019.75274
3.54846E+14,16,3,59,85351,2019,0,2486525.595,-1352186.207,85351_3_59_16,9,1,2019.75274
3.54846E+14,16,3,33,81854,2019,0,2460307.437,-1339936.726,81854_3_33_16,9,1,2019.75274
3.54846E+14,16,3,59,81452,2019,5.193009572,2480087.788,-1337202.206,81452_3_59_16,6,17,2019.546575
3.54846E+14,16,3,33,85817,2019,0,2463278.322,-1325081.115,85817_3_33_16,5,31,2019.501598
5.39244E+12,16,3,59,80377,2005,92.63905216,2488601.24,-1361800.343,80377_3_59_16,8,8,2005.688584
5.39272E+12,16,3,59,82795,2005,1.537232119,2625229.49,-1390520.012,82795_3_59_16,8,30,2005.748858
5.39276E+12,16,3,59,82899,2005,4.151651888,2581871.963,-1371388.825,82899_3_59_16,6,30,2005.582192
5.39278E+12,16,3,59,83072,2005,0,2483732.477,-1331367.804,83072_3_59_16,7,25,2005.651826
3.72756E+13,16,3,23,84240,2010,0,2423776.992,-1384196.48,84240_3_23_16,9,1,2010.75274
3.72758E+13,16,3,37,80455,2010,0,2471719.355,-1414353.178,80455_3_37_16,9,1,2010.75274
3.72758E+13,16,3,37,88513,2010,0,2483235.612,-1386991.319,88513_3_37_16,9,1,2010.75274
3.72757E+13,16,3,37,84085,2010,0,2500165.015,-1399032.553,84085_3_37_16,9,1,2010.75274
3.72758E+13,16,3,43,88355,2010,0,2506235.694,-1211799.358,88355_3_43_16,9,1,2010.75274
3.72758E+13,16,3,43,85384,2010,52.41109644,2488769.328,-1198884.215,85384_3_43_16,6,30,2010.582192
3.72758E+13,16,3,43,81618,2010,32.85900201,2485203.997,-1214679.737,81618_3_43_16,6,16,2010.543836
3.53717E+13,16,3,43,81405,2009,0,2501057.171,-1212679.535,81405_3_43_16,9,1,2009.75274
3.53717E+13,16,3,43,83270,2009,15.10961589,2481518.466,-1215207.753,83270_3_43_16,6,10,2009.527397
3.53717E+13,16,3,43,81407,2009,0,2476991.967,-1191363.784,81407_3_43_16,8,12,2009.699543
3.53717E+13,16,3,43,87530,2009,0,2479119.448,-1231270.86,87530_3_43_16,9,1,2009.75274
3.53717E+13,16,3,43,86812,2009,10.84873232,2467319.364,-1217260.416,86812_3_43_16,9,1,2009.75274
3.53717E+13,16,3,43,85310,2009,37.47435223,2457453.291,-1193758.845,85310_3_43_16,8,19,2009.718721
1.88773E+14,16,3,33,81459,2016,0,2497829.892,-1262917.949,81459_3_33_16,7,19,2016.635388
1.88773E+14,16,3,33,85754,2016,0,2496075.445,-1274389.138,85754_3_33_16,7,7,2016.602511
1.88773E+14,16,3,33,86797,2016,0,2502709.531,-1287843.852,86797_3_33_16,9,1,2016.75274
1.88773E+14,16,3,23,86340,2016,0,2437687.392,-1363047.298,86340_3_23_16,9,1,2016.75274
1.88773E+14,16,3,23,80625,2016,0,2420471.192,-1368135.352,80625_3_23_16,9,1,2016.75274
7.04355E+14,16,3,59,89313,2018,20.09899121,2592575.128,-1375063.953,89313_3_59_16,7,30,2018.665525
3.54845E+14,16,3,33,81395,2019,0.426827207,2494196.397,-1294518.66,81395_3_33_16,8,9,2019.691324
3.54845E+14,16,3,19,81831,2019,62.35772733,2354984.995,-1250772.565,81831_3_19_16,11,7,2019.935845
1.88774E+14,16,3,37,88912,2018,0,2483759.025,-1391700.832,88912_3_37_16,9,1,2018.75274
1.88774E+14,16,3,59,82107,2018,0,2526481.123,-1344768.191,82107_3_59_16,5,24,2018.48242
1.88774E+14,16,3,59,86750,2018,0,2516958.279,-1360153.093,86750_3_59_16,9,1,2018.75274
3.54845E+14,16,3,37,83664,2019,0,2497387.015,-1439810.793,83664_3_37_16,9,1,2019.75274
3.54846E+14,16,3,43,83270,2019,24.74238857,2481518.466,-1215207.753,83270_3_43_16,6,26,2019.571233
3.54846E+14,16,3,43,87530,2019,0,2479119.448,-1231270.86,87530_3_43_16,9,1,2019.75274
3.54846E+14,16,3,43,86812,2019,22.92017642,2467319.364,-1217260.416,86812_3_43_16,6,12,2019.532877
3.54846E+14,16,3,19,87816,2019,0,2365741.744,-1225027.911,87816_3_19_16,9,1,2019.75274
